127.0.0.1 - - [07/Jan/2019:18:00:42 +0000] "GET /2019/01/07/hello-world/ HTTP/1.0" 200 18063 "http://darien-matt-fitness.local/2019/01/07/hello-world/" "WordPress/5.0.2; http://darien-matt-fitness.local"
127.0.0.1 - - [07/Jan/2019:18:00:45 +0000] "POST /wp-cron.php?doing_wp_cron=1546884044.5044109821319580078125 HTTP/1.0" 499 0 "http://darien-matt-fitness.local/wp-cron.php?doing_wp_cron=1546884044.5044109821319580078125" "WordPress/5.0.2; http://darien-matt-fitness.local"
127.0.0.1 - - [07/Jan/2019:18:01:04 +0000] "GET / HTTP/1.0" 200 11060 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:01:05 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://darien-matt-fitness.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:29 +0000] "GET /wp-login.php HTTP/1.0" 200 3308 "http://darien-matt-fitness.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:29 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://darien-matt-fitness.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:38 +0000] "POST /wp-login.php HTTP/1.0" 200 4369 "http://darien-matt-fitness.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:39 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://darien-matt-fitness.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:57 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://darien-matt-fitness.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:57 +0000] "GET /wp-admin/ HTTP/1.0" 200 57297 "http://darien-matt-fitness.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:58 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.0.2 HTTP/1.0" 200 109068 "http://darien-matt-fitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:58 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.0.2 HTTP/1.0" 200 337340 "http://darien-matt-fitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:58 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter&ver=5.0.2 HTTP/1.0" 200 201412 "http://darien-matt-fitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:58 +0000] "POST /wp-cron.php?doing_wp_cron=1546885138.7334890365600585937500 HTTP/1.0" 200 0 "http://darien-matt-fitness.local/wp-cron.php?doing_wp_cron=1546885138.7334890365600585937500" "WordPress/5.0.2; http://darien-matt-fitness.local"
127.0.0.1 - - [07/Jan/2019:18:18:58 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=d3d3ec3a69&1546885138597 HTTP/1.0" 200 1114 "http://darien-matt-fitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:59 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1439 "http://darien-matt-fitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:59 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://darien-matt-fitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:59 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=d3d3ec3a69&1546885138902 HTTP/1.0" 200 572 "http://darien-matt-fitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:18:59 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=d3d3ec3a69&1546885139695 HTTP/1.0" 200 1 "http://darien-matt-fitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:19:00 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 844 "http://darien-matt-fitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:19:21 +0000] "GET /wp-admin/customize.php?autofocus[panel]=themes HTTP/1.0" 200 311301 "http://darien-matt-fitness.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:19:21 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=editor-buttons&ver=5.0.2 HTTP/1.0" 200 26515 "http://darien-matt-fitness.local/wp-admin/customize.php?autofocus[panel]=themes" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [07/Jan/2019:18:19:22 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets,site-icon&load%5B%5D=,l10n,buttons,customize-controls,customize-widgets,customize-nav-menus,media-views,code-editor,wp-color-picker&ver=5.0.2 HTTP/1.0" 200 444734 "http://darien-matt-fitness.local/wp-admin/customize.php?autofocus[panel]=themes" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
